ticker,date,fwd_log_ret
AA,2012-05-25,-0.036582197836741326
AA,2012-05-29,-0.04251104495592495
AA,2012-05-30,-0.011723586266975339
AA,2012-05-31,0.011627547455145049
AA,2012-06-01,0.060766328064606245
AA,2012-06-04,0.035132584421500024
AA,2012-06-05,0.05188493009540274
AA,2012-06-06,0.03189356508009622
AA,2012-06-07,0.0
AA,2012-06-08,0.011668867898322777
AA,2012-06-11,0.008378344769787383
AA,2012-06-12,-0.015375786896398402
AA,2012-06-13,0.005878818685584264
AA,2012-06-14,-0.016317329133664682
AA,2012-06-15,-0.007968245433217724
AA,2012-06-18,-0.0069287313545460805
AA,2012-06-19,0.0
AA,2012-06-20,0.0
AA,2012-06-21,0.020833856782769722
AA,2012-06-22,0.01611076832621361
AA,2012-06-25,0.0011913760543809104
AA,2012-06-26,-0.004778800963414209
AA,2012-06-27,-0.02733393937215478
AA,2012-06-28,-0.010631843072569147
AA,2012-06-29,-0.049189986571980704
AA,2012-07-02,-0.04140140869375486
AA,2012-07-03,-0.0661877944605549
AA,2012-07-05,-0.06244796009084341
AA,2012-07-06,-0.05534062766589232
AA,2012-07-09,-0.07340582089242753
AA,2012-07-10,-0.04629318788558612
AA,2012-07-11,-0.040323010867791
AA,2012-07-12,-0.013341513691487616
AA,2012-07-13,0.0035564526652738238
AA,2012-07-16,0.014302864365152157
AA,2012-07-17,0.022687810642495698
AA,2012-07-18,0.015481627584720492
AA,2012-07-19,-0.020607578619993294
AA,2012-07-20,0.016777116421801797
AA,2012-07-23,0.046824344469357015
AA,2012-07-24,0.07337159927879977
AA,2012-07-25,0.09636162934184389
AA,2012-07-26,0.08218126384887237
AA,2012-07-27,0.06438140338681642
AA,2012-07-30,0.04753691975782459
AA,2012-07-31,0.02919013359338063
AA,2012-08-01,0.034968507453733366
AA,2012-08-02,0.06964464318667263
AA,2012-08-03,0.04439956361943054
AA,2012-08-06,0.03468587081277441
AA,2012-08-07,0.025259860863015238
AA,2012-08-08,0.00792295706024726
AA,2012-08-09,-0.026302591336452963
AA,2012-08-10,-0.039755204990444604
AA,2012-08-13,-0.040444787071458155
AA,2012-08-14,-0.02210644191121114
AA,2012-08-15,-0.022004534730779124
AA,2012-08-16,-0.03835443111734138
AA,2012-08-17,-0.02195297736828561
AA,2012-08-20,-0.04414212670686757
AA,2012-08-21,-0.03460554387195014
AA,2012-08-22,-0.0124789341199385
AA,2012-08-23,0.05302991958683556
AA,2012-08-24,0.047520260583423735
AA,2012-08-27,0.09552471359530701
AA,2012-08-28,0.09530974864477271
AA,2012-08-29,0.12012260835079358
AA,2012-08-30,0.1534732745603513
AA,2012-08-31,0.11257751425547058
AA,2012-09-04,0.11962861875615749
AA,2012-09-05,0.10571242461015462
AA,2012-09-06,0.05442743297028363
AA,2012-09-07,0.0032914941583004342
AA,2012-09-10,0.0011046918681127949
AA,2012-09-11,-0.0539481235462258
AA,2012-09-12,-0.05044868679446202
AA,2012-09-13,-0.0687705449619993
AA,2012-09-14,-0.10490872268430484
AA,2012-09-17,-0.07250335008936659
AA,2012-09-18,-0.069821051028363
AA,2012-09-19,-0.07565220526969085
AA,2012-09-20,-0.0196511228755738
AA,2012-09-21,-0.004390845869346904
AA,2012-09-24,0.006600435841223717
AA,2012-09-25,0.03227888940606016
AA,2012-09-26,-0.020455686144337015
AA,2012-09-27,-0.024776130357197168
AA,2012-09-28,-0.01937431444636628
AA,2012-10-01,-0.012422363853721308
AA,2012-10-02,0.01011819297054517
AA,2012-10-03,0.04455071369722097
AA,2012-10-04,0.015317362467983209
AA,2012-10-05,-0.008840054323816737
AA,2012-10-08,-0.002195468705924686
AA,2012-10-09,-0.039089201685001296
AA,2012-10-10,-0.0011487055272714208
AA,2012-10-11,-0.004571398300817986
AA,2012-10-12,-0.004613581258349431
AA,2012-10-15,-0.023010003543154856
AA,2012-10-16,-0.01800782397393963
AA,2012-10-17,-0.05599388399165672
AA,2012-10-18,-0.06389123820261755
AA,2012-10-19,-0.026950178066372565
AA,2012-10-22,-0.06708993553034093
AA,2012-10-23,-0.04196228977672556
AA,2012-10-24,-0.02805142031095631
AA,2012-10-25,-0.0314939874303084
AA,2012-10-26,-0.03662511614452413
AA,2012-10-31,-0.05270696435402611
AA,2012-11-01,-0.08338123573583545
AA,2012-11-02,-0.05586692001727522
AA,2012-11-05,-0.03186128231344343
AA,2012-11-06,-0.057697392288575955
AA,2012-11-07,-0.025075479874649975
AA,2012-11-08,-0.004778646275202636
AA,2012-11-09,-0.014337505359408365
AA,2012-11-12,-0.01795415382595067
AA,2012-11-13,0.010772016659347017
AA,2012-11-14,0.03267085825209115
AA,2012-11-15,0.04374894846814348
AA,2012-11-16,0.027729106793066727
AA,2012-11-19,0.009547085223900798
AA,2012-11-20,0.038054759051471265
AA,2012-11-21,0.03563319806665044
AA,2012-11-23,0.017804564954816637
AA,2012-11-26,0.030808122761281975
AA,2012-11-27,0.047178427579821935
AA,2012-11-28,0.029327445619138803
AA,2012-11-29,0.022367148518966484
AA,2012-11-30,0.03848910694410934
AA,2012-12-03,0.03963228726769197
AA,2012-12-04,0.05656410066566098
AA,2012-12-05,0.00813473332042447
AA,2012-12-06,0.01505539296609637
AA,2012-12-07,0.008201861285471956
AA,2012-12-10,0.00581719601414088
AA,2012-12-11,0.005744088049261631
AA,2012-12-12,-0.0034741435030629653
AA,2012-12-13,-0.010532903702503482
AA,2012-12-14,-0.006888976885107034
AA,2012-12-17,0.027059114029772235
AA,2012-12-18,0.01779812833501726
AA,2012-12-19,0.06930165294003032
AA,2012-12-20,0.04495106464851384
AA,2012-12-21,0.06000645761461021
AA,2012-12-24,0.051989099457453225
AA,2012-12-26,0.027120070341692504
AA,2012-12-27,0.0364506216912055
AA,2012-12-28,0.048229998723557266
AA,2012-12-31,0.027274481086087654
AA,2013-01-02,-0.012310960549891448
AA,2013-01-03,-0.014436675049328329
AA,2013-01-04,-0.028479759500688928
AA,2013-01-07,0.01092916024452073
AA,2013-01-08,0.0054795108659071445
AA,2013-01-09,-0.004414996504167323
AA,2013-01-10,0.006666706884389306
AA,2013-01-11,-0.004484486092150686
AA,2013-01-14,-0.004494170397517205
AA,2013-01-15,-0.01354405777416412
AA,2013-01-16,-0.004514953150566381
AA,2013-01-17,0.006688809054419487
AA,2013-01-18,-0.01567748962541904
AA,2013-01-22,-0.02866780015378456
AA,2013-01-23,-0.017622291961381542
AA,2013-01-24,-0.012246655214692037
AA,2013-01-25,-0.006655315570208042
AA,2013-01-28,-1.4915566120432544e-05
AA,2013-01-29,0.0201121375867106
AA,2013-01-30,0.03688378040214024
AA,2013-01-31,0.05301267371790619
AA,2013-02-01,0.03829945730699702
AA,2013-02-04,0.025683375410341824
AA,2013-02-05,-0.016978543956127634
AA,2013-02-06,-0.034055124362699196
AA,2013-02-07,-0.02964825880853006
AA,2013-02-08,-0.05992567952713124
AA,2013-02-11,-0.05325325804492076
AA,2013-02-12,-0.05579194350350347
AA,2013-02-13,-0.06585778236585638
AA,2013-02-14,-0.0959560648245148
AA,2013-02-15,-0.10990105169522923
AA,2013-02-19,-0.081607480173155
AA,2013-02-20,-0.021928242367164064
AA,2013-02-21,-0.0023121672122319303
AA,2013-02-22,-0.0034787101671351905
AA,2013-02-25,0.029258304378934064
AA,2013-02-26,0.024663499269572675
AA,2013-02-27,0.0
AA,2013-02-28,0.003514780442787746
AA,2013-03-01,0.022262267231793587
AA,2013-03-04,0.02483874712884182
AA,2013-03-05,0.01544889262520055
AA,2013-03-06,-0.0035068702582794486
AA,2013-03-07,-0.022236202726438226
AA,2013-03-08,-0.018757492559303035
AA,2013-03-11,-0.029258304378934064
AA,2013-03-12,-0.02347513074172536
AA,2013-03-13,-0.005871773742327502
AA,2013-03-14,-0.003514780442787746
AA,2013-03-15,-0.02820433659907451
AA,2013-03-18,-0.03084515926530207
AA,2013-03-19,-0.025075724685293288
AA,2013-03-20,-0.03819022787356685
AA,2013-03-21,-0.025166296336014415
AA,2013-03-22,-0.007126628801654267
AA,2013-03-25,-0.003569973113889624
AA,2013-03-26,-0.013150063890656316
AA,2013-03-27,-0.020226892248849992
AA,2013-03-28,-0.035846144449996675
AA,2013-04-01,-0.042611122186465344
AA,2013-04-02,-0.02439111909855507
AA,2013-04-03,-0.038205976452699186
AA,2013-04-04,-0.023386181016739727
AA,2013-04-05,-0.019608388765266938
AA,2013-04-08,-0.033942338050954035
AA,2013-04-09,-0.03270950083898949
AA,2013-04-10,0.011961695362809
AA,2013-04-11,0.008378058283514456
AA,2013-04-12,0.006064267061232531
AA,2013-04-15,0.04618109530035497
AA,2013-04-16,0.04820216629257423
AA,2013-04-17,0.05736815740415491
AA,2013-04-18,0.052164764816636566
AA,2013-04-19,0.06469316015524207
AA,2013-04-22,0.06907509362778308
AA,2013-04-23,0.062072332367081984
AA,2013-04-24,0.05325325804492076
AA,2013-04-25,0.049962722685320315
AA,2013-04-26,0.05407615630609852
AA,2013-04-29,0.016367005321456407
AA,2013-04-30,0.010422043780126788
AA,2013-05-01,0.011657211725900396
AA,2013-05-02,0.008105075938691808
AA,2013-05-03,0.002226854547919821
AA,2013-05-06,0.011411017059832052
AA,2013-05-07,0.017180941108568604
AA,2013-05-08,-0.017114160958379365
AA,2013-05-09,-0.028853980776727628
AA,2013-05-10,-0.025612508130151923
AA,2013-05-13,0.007009669516745642
AA,2013-05-14,0.0023336524795740665
AA,2013-05-15,-0.0011771785593457373
AA,2013-05-16,0.0
AA,2013-05-17,-0.010507609006517704
AA,2013-05-20,-0.04434796209374747
AA,2013-05-21,-0.06606147968604681
AA,2013-05-22,-0.05074798749815512
AA,2013-05-23,-0.024897363832975472
AA,2013-05-24,-0.014252106892846506
AA,2013-05-28,-0.04281286953361807
AA,2013-05-29,-0.04774176436839017
AA,2013-05-30,-0.03475456806272481
AA,2013-05-31,-0.04573587283088898
AA,2013-06-03,-0.04931869856510751
AA,2013-06-04,-0.020494944125917236
AA,2013-06-05,-0.011036642118704698
AA,2013-06-06,-0.02948622458083605
AA,2013-06-07,-0.04292507212161034
AA,2013-06-10,-0.0706176406077974
AA,2013-06-11,-0.038394667394071824
AA,2013-06-12,-0.05399958324531173
AA,2013-06-13,-0.04107618768216481
AA,2013-06-14,-0.037645540873206595
AA,2013-06-17,-0.03131134905239552
AA,2013-06-18,-0.05122898319095892
AA,2013-06-19,-0.05057968804360913
AA,2013-06-20,-0.026533359835658743
AA,2013-06-21,-0.007547194929605094
AA,2013-06-24,0.015287451929663298
AA,2013-06-25,0.0
AA,2013-06-26,0.04417168676470018
AA,2013-06-27,0.028806044155230026
AA,2013-06-28,0.043783949973867475
AA,2013-07-01,0.03131134905239552
AA,2013-07-02,0.04879024360754736
AA,2013-07-03,0.06283490362869593
AA,2013-07-05,0.03274828500228377
AA,2013-07-08,0.024939055717394076
AA,2013-07-09,0.028662118274700887
AA,2013-07-10,0.016280988329471224
AA,2013-07-11,-0.008679861804611555
AA,2013-07-12,-0.0037107346634619454
AA,2013-07-15,-0.016039608705282316
AA,2013-07-16,-0.009913363212841642
AA,2013-07-17,-0.029742352899880586
AA,2013-07-18,-0.03218109248329215
AA,2013-07-19,-0.012469261515358987
AA,2013-07-22,-0.014888806391285758
AA,2013-07-23,-0.028662118274700887
AA,2013-07-24,-0.029031846046187137
AA,2013-07-25,-0.011256325359360275
AA,2013-07-26,0.022216763995017264
AA,2013-07-29,0.030795385167079914
AA,2013-07-30,0.018633522120418355
AA,2013-07-31,0.029872093399470057
AA,2013-08-01,0.029872093399470057
AA,2013-08-02,0.02244558712181899
AA,2013-08-05,-0.0037284734313285384
AA,2013-08-06,0.01511332525968978
AA,2013-08-07,0.0063981216368147464
AA,2013-08-08,0.015056218291988
AA,2013-08-09,-0.020898378048336497
AA,2013-08-12,-0.02451062940245441
AA,2013-08-13,-0.02862672263136501
AA,2013-08-14,-0.028591466799230414
AA,2013-08-15,-0.04383911901830917
AA,2013-08-16,-0.053109726628538745
AA,2013-08-19,-0.02809933867990555
AA,2013-08-20,-0.020202949815483873
AA,2013-08-21,0.0038195350760754643
AA,2013-08-22,-0.013793093443574378
AA,2013-08-23,0.0037198656014827414
AA,2013-08-26,-0.0012419221949016013
AA,2013-08-27,0.03352259251805778
AA,2013-08-28,0.028591466799230414
AA,2013-08-29,0.03398691799351594
AA,2013-08-30,0.05064357763588401
AA,2013-09-03,0.06761080406497832
AA,2013-09-04,0.08669263423073215
AA,2013-09-05,0.06992423798212322
AA,2013-09-06,0.04565872896806544
AA,2013-09-09,0.024451226066935394
AA,2013-09-10,0.03058317180885961
AA,2013-09-11,0.016949732104499127
AA,2013-09-12,0.013390538420986697
AA,2013-09-13,0.014742402775877572
AA,2013-09-16,0.0024661489926547375
AA,2013-09-17,-0.010955822979898056
AA,2013-09-18,-0.06399274764663865
AA,2013-09-19,-0.07119605258665418
AA,2013-09-20,-0.04062125569726405
AA,2013-09-23,-0.03815859345200634
AA,2013-09-24,-0.044342085596576375
AA,2013-09-25,-0.02799982035665538
AA,2013-09-26,0.009626935593866737
AA,2013-09-27,0.014527698774452258
AA,2013-09-30,0.03983636263791057
AA,2013-10-01,0.025378959424788405
AA,2013-10-02,0.06165077288049092
AA,2013-10-03,0.08881227149915327
AA,2013-10-04,0.08081558134751976
AA,2013-10-07,0.07607736083868977
AA,2013-10-08,0.1645320666262302
AA,2013-10-09,0.13491941630113313
AA,2013-10-10,0.10236197573940453
AA,2013-10-11,0.10487985878861128
AA,2013-10-14,0.12342131222430686
AA,2013-10-15,0.12964572770521077
AA,2013-10-16,0.10348343547477024
AA,2013-10-17,0.07618464075995757
AA,2013-10-18,0.0715388659487135
AA,2013-10-21,0.14279090523194293
AA,2013-10-22,0.043894024197846715
AA,2013-10-23,0.04428251659154547
AA,2013-10-24,-0.02989798050470549
AA,2013-10-25,-0.016600678390932266
AA,2013-10-28,-0.053963217387082096
AA,2013-10-29,-0.06412555999157377
AA,2013-10-30,-0.047887851903455125
AA,2013-10-31,-0.02871113133285208
AA,2013-11-01,-0.023158809833343064
AA,2013-11-04,-0.09982722841121605
AA,2013-11-05,-0.06570120840674809
AA,2013-11-06,-0.06522890588585728
AA,2013-11-07,0.018816196860499623
AA,2013-11-08,0.019673032347228503
AA,2013-11-11,0.06016869208450615
AA,2013-11-12,0.07866243325992572
AA,2013-11-13,0.06980833837467859
AA,2013-11-14,0.06780410686276683
AA,2013-11-15,0.055989081476216285
AA,2013-11-18,0.05118146331183038
AA,2013-11-19,0.024879420063123714
AA,2013-11-20,0.03261165533127608
AA,2013-11-21,0.025975655956407717
AA,2013-11-22,0.025642679642654542
AA,2013-11-25,-0.003133339435946958
AA,2013-11-26,-0.03265205998203902
AA,2013-11-27,-0.028407900683872
AA,2013-11-29,-0.01046030994326319
AA,2013-12-02,0.0020917188755458227
AA,2013-12-03,0.029290929109254904
AA,2013-12-04,0.04899390060377007
AA,2013-12-05,0.06420413531568592
AA,2013-12-06,0.06012183166717566
AA,2013-12-09,0.06631652930242726
AA,2013-12-10,0.0803648190903723
AA,2013-12-11,0.11038017277553624
AA,2013-12-12,0.13179569157405924
AA,2013-12-13,0.10188455179420997
AA,2013-12-16,0.10504705912788692
AA,2013-12-17,0.08210249605220543
AA,2013-12-18,0.07258066033999278
AA,2013-12-19,0.05464781602821134
AA,2013-12-20,0.05861031127326033
AA,2013-12-23,0.0668187499769628
AA,2013-12-24,0.031356377664521595
AA,2013-12-26,-0.031161239983690248
AA,2013-12-27,-0.05677345000482603
AA,2013-12-30,-0.02014446762772959
AA,2013-12-31,-0.0037700029699401227
AA,2014-01-02,0.04729683676025065
AA,2014-01-03,0.07207853333933523
AA,2014-01-06,0.14145348908084143
AA,2014-01-07,0.14789674748376314
AA,2014-01-08,0.10840301950645914
AA,2014-01-09,0.06780720455697464
AA,2014-01-10,0.14092238247650357
AA,2014-01-13,0.15979260533484307
AA,2014-01-14,0.14998940407662653
AA,2014-01-15,0.1208210114060404
AA,2014-01-16,0.04169124663280854
AA,2014-01-17,-0.011509457344166751
AA,2014-01-21,-0.05769211931057061
AA,2014-01-22,-0.09892543996091208
AA,2014-01-23,-0.08566915259040675
AA,2014-01-24,-0.019471871988794742
AA,2014-01-27,-0.048488879808676
AA,2014-01-28,-0.042250398817748724
AA,2014-01-29,-0.05930509942441686
AA,2014-01-30,-0.04449411871670694
AA,2014-01-31,-0.009614824101796593
AA,2014-02-03,0.017648120702289827
AA,2014-02-04,0.02933771316186773
AA,2014-02-05,0.06487800113528897
AA,2014-02-06,0.05971955138315854
AA,2014-02-07,0.05053329214867519
AA,2014-02-10,0.049392848933614175
AA,2014-02-11,0.06161065242890151
AA,2014-02-12,0.06525886913725021
AA,2014-02-13,0.029388281671003824
AA,2014-02-14,0.021749829786676056
AA,2014-02-18,0.03448599849456624
AA,2014-02-19,0.028501770515960256
AA,2014-02-20,0.023491058317079982
AA,2014-02-21,0.03600200200308379
AA,2014-02-24,0.014340245450731981
AA,2014-02-25,0.0478880066251417
AA,2014-02-26,0.009909245773712438
AA,2014-02-27,-0.014232123829962084
AA,2014-02-28,0.008482008172252531
AA,2014-03-03,0.023810475570291256
AA,2014-03-04,0.016807212981322373
AA,2014-03-05,-0.021721841620004678
AA,2014-03-06,-0.012515697917200974
AA,2014-03-07,-0.012412274748156538
AA,2014-03-10,0.0058454676669481564
AA,2014-03-11,-0.014044073791959377
AA,2014-03-12,-0.02580259457236256
AA,2014-03-13,0.05973146306107546
AA,2014-03-14,0.0526435604263229
AA,2014-03-17,0.07836083109918679
AA,2014-03-18,0.08311478546432705
AA,2014-03-19,0.0818598842506355
AA,2014-03-20,0.06736823908473788
AA,2014-03-21,0.05033538688467587
AA,2014-03-24,0.037585890831970836
AA,2014-03-25,0.04155421891267119
AA,2014-03-26,0.09177795965637259
AA,2014-03-27,0.008699201297982295
AA,2014-03-28,0.004796240456100165
AA,2014-03-31,-0.0007775810209458278
AA,2014-04-01,0.0007667199157284088
AA,2014-04-02,0.0434024186123283
AA,2014-04-03,0.062377724385717315
AA,2014-04-04,0.06587368054986564
AA,2014-04-07,0.08010474298513293
AA,2014-04-08,0.08414734498021881
AA,2014-04-09,0.04364886824434322
AA,2014-04-10,0.04841510316606357
AA,2014-04-11,0.054318986425463844
AA,2014-04-14,0.044113916564226585
AA,2014-04-15,0.0316767877298334
AA,2014-04-16,0.016260562180679727
AA,2014-04-17,0.011730127328117401
AA,2014-04-21,0.002960877464840639
AA,2014-04-22,-0.014914731731869857
AA,2014-04-23,-0.023006522192163814
AA,2014-04-24,-0.020084197515769286
AA,2014-04-25,-0.003764708292543606
AA,2014-04-28,0.04440520049072871
AA,2014-04-29,0.027962881434382858
AA,2014-04-30,0.008914254107051711
AA,2014-05-01,-0.021485170232595774
AA,2014-05-02,-0.017620551692602238
AA,2014-05-05,0.000775642602377058
AA,2014-05-06,-0.009838780270227332
AA,2014-05-07,-0.012874035861053734
AA,2014-05-08,-0.003772196565765107
AA,2014-05-09,0.02017265433903903
AA,2014-05-12,-0.02418576877030576
AA,2014-05-13,-0.030930406153364842
AA,2014-05-14,0.0014737629847592082
AA,2014-05-15,0.021538274509912192
AA,2014-05-16,0.02786103538856466
AA,2014-05-19,0.010308960592402272
AA,2014-05-20,0.049694862192736
AA,2014-05-21,0.06491902819065043
AA,2014-05-22,0.08126315722046185
AA,2014-05-23,0.05957987746802651
AA,2014-05-27,0.05414518875828778
AA,2014-05-28,0.058819656001721565
AA,2014-05-29,0.03117338755388177
AA,2014-05-30,0.06472203360287976
AA,2014-06-02,0.03690982253480479
AA,2014-06-03,0.05902912740311006
AA,2014-06-04,0.05764059629285301
AA,2014-06-05,0.03232920338435896
AA,2014-06-06,0.018640459482157645
AA,2014-06-09,0.02884800879936167
AA,2014-06-10,0.01672503889804844
AA,2014-06-11,0.025758000048360596
AA,2014-06-12,0.06427087538900755
AA,2014-06-13,0.027845700232951742
AA,2014-06-16,0.03693980113141215
AA,2014-06-17,0.02185859666603429
AA,2014-06-18,0.014242461770195725
AA,2014-06-19,0.03532990637711997
AA,2014-06-20,0.008174357964727985
AA,2014-06-23,0.005401719923801895
AA,2014-06-24,0.0809463186074173
AA,2014-06-25,0.07096153330377941
AA,2014-06-26,0.06666971978330771
AA,2014-06-27,0.07606755968854717
AA,2014-06-30,0.07937115355376578
AA,2014-07-01,0.11477537361155132
AA,2014-07-02,0.0950040654914095
AA,2014-07-03,0.09603804783677505
AA,2014-07-07,0.12004159847968632
AA,2014-07-08,0.14049365539077607
AA,2014-07-09,0.08312650815154399
AA,2014-07-10,0.08466105629340959
AA,2014-07-11,0.03627816838173059
AA,2014-07-14,0.05436093215088489
AA,2014-07-15,0.04784408993115541
AA,2014-07-16,0.00720305438360036
AA,2014-07-17,0.003667661949094736
AA,2014-07-18,-0.003036510833667183
AA,2014-07-21,0.005400711174314843
AA,2014-07-22,-0.03877585477932044
AA,2014-07-23,-0.03460611345597009
AA,2014-07-24,-0.05879810811758679
AA,2014-07-25,-0.026344410557879616
AA,2014-07-28,-0.047580667685809264
AA,2014-07-29,-0.041684678849236434
AA,2014-07-30,-0.027301620449485586
AA,2014-07-31,-0.007983673074393849
AA,2014-08-01,-0.018450975553491844
AA,2014-08-04,-0.021789316489916555
AA,2014-08-05,0.0012175652547359306
AA,2014-08-06,0.0036427531554612536
AA,2014-08-07,0.021639067805530043
AA,2014-08-08,0.021505784518979887
AA,2014-08-11,0.01775367782594417
AA,2014-08-12,0.02440606467309303
AA,2014-08-13,0.028529843954827605
AA,2014-08-14,0.02073231556355548
AA,2014-08-15,0.03056485800557951
AA,2014-08-18,0.021219036381331602
AA,2014-08-19,0.029978297814615917
AA,2014-08-20,0.03571819543041865
AA,2014-08-21,0.05532182277906639
AA,2014-08-22,0.03347593604706267
AA,2014-08-25,0.03751545628989561
AA,2014-08-26,0.036109222755481785
AA,2014-08-27,0.011306323382955785
AA,2014-08-28,0.009011703630143142
AA,2014-08-29,-0.013333454106394083
AA,2014-09-02,-0.031071392010294296
AA,2014-09-03,-0.03914948031097065
AA,2014-09-04,-0.05406739364691049
AA,2014-09-05,-0.06392138424558791
AA,2014-09-08,-0.07189440850463713
AA,2014-09-09,-0.08600218096695311
AA,2014-09-10,-0.0785899716891576
AA,2014-09-11,-0.0781215099578021
AA,2014-09-12,-0.03221143651587566
AA,2014-09-15,-0.02846770705360946
AA,2014-09-16,-0.004341304504511978
AA,2014-09-17,-0.036276593177016814
AA,2014-09-18,-0.05324440391626073
AA,2014-09-19,-0.03835724849510491
AA,2014-09-22,0.01005682192785251
AA,2014-09-23,0.01579791319996282
AA,2014-09-24,0.010635159210285128
AA,2014-09-25,-0.015474292637947862
AA,2014-09-26,-0.09586623896923996
AA,2014-09-29,-0.09474528617452149
AA,2014-09-30,-0.11863779807748331
AA,2014-10-01,-0.07951207345330324
AA,2014-10-02,-0.05074527776799975
AA,2014-10-03,0.001281292528468203
AA,2014-10-06,-0.01893991159625852
AA,2014-10-07,0.024769006419572026
AA,2014-10-08,0.003106601794168551
AA,2014-10-09,0.053759635257966565
AA,2014-10-10,0.1178581830734351
AA,2014-10-13,0.12260264918898045
AA,2014-10-14,0.1498424924498809
AA,2014-10-15,0.11517419736944134
AA,2014-10-16,0.10522375948873286
AA,2014-10-17,0.07044248136055131
AA,2014-10-20,0.07606335916990892
AA,2014-10-21,0.012762458131106769
AA,2014-10-22,0.010460301900118374
AA,2014-10-23,0.0097863170456427
AA,2014-10-24,-0.01156889128048455
AA,2014-10-27,-0.0018567192262994858
AA,2014-10-28,-0.0072638366961821355
AA,2014-10-29,0.038619711774113163
AA,2014-10-30,0.03336914647098421
AA,2014-10-31,0.012496362745826772
AA,2014-11-03,-0.00411055699449836
AA,2014-11-04,0.037403871263085975
AA,2014-11-05,0.026101562038722825
AA,2014-11-06,0.0447967881597906
AA,2014-11-07,0.06633617285326565
