ticker,sector,pipeline,global,sector_specific,idio
BLX,Financial Services,A,0.3209115921314151,0.024924931551852436,0.6541634763167323
BMA,Financial Services,A,0.11824918945160387,0.00931418614926592,0.8724366243991302
BMO,Financial Services,A,0.5015540686366323,0.00036278703489947496,0.49808314432846823
BMRN,Healthcare,A,0.13701139506253662,0.17671323174511044,0.6862753731923529
BN,Financial Services,A,0.6094320046234079,0.01596039484889173,0.3746076005277004
BNS,Financial Services,A,0.42749649754132873,0.0003030899559665062,0.5722004125027048
BNY,Financial Services,A,0.4675191691762088,0.01394933593629651,0.5185314948874946
BOH,Financial Services,A,0.476708879282288,0.21900603676883876,0.3042850839488732
BOX,Technology,A,0.13866070964399674,0.021146332365628545,0.8401929579903747
BPOP,Financial Services,A,0.5311062485056588,0.15792983848921874,0.3109639130051225
BRK-B,Financial Services,A,0.4092599431168259,0.001284116545994583,0.5894559403371795
BRO,Financial Services,A,0.1938014181080338,0.005835840351113998,0.8003627415408522
BRSL,Consumer Cyclical,A,0.3622266762197153,0.010114056880623888,0.6276592668996609
BTG,Basic Materials,A,0.09186753808961198,0.6218783952443981,0.28625406666598985
BTI,Consumer Defensive,A,0.102721901587133,0.10979373976553633,0.7874843586473307
BUD,Consumer Defensive,A,0.2075031756280409,0.1127897686690159,0.6797070557029432
BUSE,Financial Services,A,0.5404364577340908,0.3007495276090988,0.15881401465681044
BWXT,Industrials,A,0.19150049861926197,0.14758473809226738,0.6609147632884707
BXC,Industrials,A,0.4132481299313024,0.025529725091179983,0.5612221449775175
BY,Financial Services,A,0.4995684839778524,0.25384789644491185,0.24658361957723568
CACC,Financial Services,A,0.29815914909617885,0.001105176459263567,0.7007356744445576
CACI,Technology,A,0.10794544476145797,0.005193573469787466,0.8868609817687546
CAG,Consumer Defensive,A,0.05555020378520995,0.5675816314163763,0.3768681647984138
CAKE,Consumer Cyclical,A,0.3042591017004162,0.06869110032320265,0.6270497979763812
CALX,Technology,A,0.2580439206831585,0.08069011159932692,0.6612659677175146
CALY,Consumer Cyclical,A,0.3156733036435473,0.06692467667474045,0.6174020196817123
CAMT,Technology,A,0.19826311094938845,0.33854712646180213,0.46318976258880945
CARG,Consumer Cyclical,A,0.24036671386034347,0.022470761755700633,0.7371625243839559
CARS,Communication Services,A,0.30279594476449545,0.047233500533054196,0.6499705547024504
CAT,Industrials,A,0.4115289427835116,0.17493684310573904,0.41353421411074937
CBU,Financial Services,A,0.49851722573157503,0.28142398792513956,0.22005878634328535
CBZ,Industrials,A,0.18944377159525586,0.03680149540183672,0.7737547330029074
CCEP,Consumer Defensive,A,0.2161298544839711,0.0969111513961562,0.6869589941198726
CCJ,Energy,A,0.16429390069833563,0.06470819273898128,0.7709979065626831
CCOI,Communication Services,A,0.10968907031558575,0.0002620899301782593,0.890048839754236
CCRN,Healthcare,A,0.08396865828425386,3.2448941376272608e-06,0.9160280968216086
CCS,Real Estate,A,0.41520913561841016,0.0012775760860498741,0.58351328829554
CDNA,Healthcare,A,0.1387458535025829,0.14935237986742483,0.7119017666299923
CDW,Technology,A,0.32839957838991723,0.039446498649041754,0.6321539229610411
CECO,Industrials,A,0.16976390212859335,0.041071674830054375,0.7891644230413523
CELH,Consumer Defensive,A,0.14333097018841645,0.0018161870830863144,0.8548528427284973
CET,Financial Services,A,0.598037032655835,0.026279815279483615,0.3756831520646814
CEVA,Technology,A,0.2958998591090698,0.2619872250663898,0.44211291582454043
CFFN,Financial Services,A,0.3843640941820831,0.24359678156714565,0.3720391242507712
CGAU,Basic Materials,A,0.07439713632417695,0.4560220543921741,0.4695808092836489
CGC,Healthcare,A,0.0944538752130298,0.02473600997714177,0.8808101148098284
CHCT,Real Estate,A,0.23514309899447575,0.1668324158275982,0.5980244851779261
CHD,Consumer Defensive,A,0.027443800311120287,0.41068352106087797,0.5618726786280017
CHDN,Consumer Cyclical,A,0.3307390431784977,0.006232619707202108,0.6630283371143001
CHKP,Technology,A,0.08935646035055005,0.005422342274864541,0.9052211973745855
CHRW,Industrials,A,0.16290150443916065,0.006441108404847189,0.8306573871559921
CHT,Communication Services,A,0.07888687418019671,0.0026309083644150523,0.9184822174553883
CI,Healthcare,A,0.07805387073057372,7.61861544345041e-05,0.9218699431149918
CIA,Financial Services,A,0.05495731291438833,2.6385707042058885e-05,0.9450163013785696
CIEN,Technology,A,0.1852854094533375,0.19537189334014485,0.6193426972065177
CIVB,Financial Services,A,0.3402712897546878,0.19207603459213138,0.4676526756531808
CL,Consumer Defensive,A,0.04405003169153598,0.4429203728611035,0.5130295954473605
CLDX,Healthcare,A,0.1479203272909107,0.17499006079389504,0.6770896119151943
CLF,Basic Materials,A,0.266676707583949,0.04861177815000916,0.6847115142660418
CLFD,Technology,A,0.24189146893821178,0.07048439075685531,0.6876241403049329
CLS,Technology,A,0.18510787248454075,0.21821219149887117,0.5966799360165881
CMBT,Energy,A,0.07047004495217825,0.10497445754524837,0.8245554975025734
CME,Financial Services,A,0.040289173544301025,0.0021209963019112065,0.9575898301537877
CMG,Consumer Cyclical,A,0.19755663535512039,0.03401841245984162,0.768424952185038
CMP,Basic Materials,A,0.223096457459743,0.033208258246792965,0.7436952842934641
CNA,Financial Services,A,0.293453028800678,0.035817425204068644,0.6707295459952534
CNC,Healthcare,A,0.034365323263133324,0.009963622966095473,0.9556710537707712
CNH,Industrials,A,0.42554332615517865,0.04741338958569693,0.5270432842591244
CNI,Industrials,A,0.347989971093232,0.006669145072279686,0.6453408838344884
CNK,Communication Services,A,0.1630504585907615,0.06006269427595253,0.7768868471332859
CNOB,Financial Services,A,0.5004586730098532,0.25928084384001976,0.240260483150127
CNS,Financial Services,A,0.5368356500277185,0.0035244640613383837,0.4596398859109431
CNXN,Technology,A,0.2821735485532211,0.002694692494378989,0.7151317589523999
CODI,Industrials,A,0.10082869267031366,0.0038596254960035297,0.8953116818336828
COKE,Consumer Defensive,A,0.09390895134970384,0.07757278214343236,0.8285182665068639
COLB,Financial Services,A,0.48101576918875383,0.19269192476941321,0.326292306041833
CORT,Healthcare,A,0.05894629611943886,0.039662473350126654,0.9013912305304345
COTY,Consumer Defensive,A,0.28867336443440067,0.007697040648289059,0.7036295949173104
CPB,Consumer Defensive,A,0.021007884007013946,0.5313066595695928,0.4476854564233933
CQP,Energy,A,0.12533834452100276,0.19716943155446096,0.6774922239245362
CRAI,Industrials,A,0.1897487626484944,0.000126017190945022,0.8101252201605605
CRMD,Healthcare,A,0.04872423498586709,0.0631122160535179,0.888163548960615
CRS,Industrials,A,0.35460695507641576,0.07104418247077976,0.5743488624528046
CRUS,Technology,A,0.28570772917025794,0.15852195643230088,0.5557703143974413
CRVS,Healthcare,A,0.04528293723163878,0.08638183010232463,0.8683352326660366
CSGP,Real Estate,A,0.21513378815532888,0.004381714711030006,0.7804844971336411
CSL,Industrials,A,0.3969661960842471,0.05747295966940552,0.5455608442463473
CSR,Real Estate,A,0.24435506549771546,0.25207657881725426,0.5035683556850303
CSW,Industrials,A,0.3824008241394806,0.09736251686273444,0.5202366589977849
CSWC,Financial Services,A,0.30660329660634933,0.008378994866496908,0.6850177085271537
CTBI,Financial Services,A,0.4438106987242843,0.34345202715795214,0.2127372741177636
CTRE,Real Estate,A,0.17018950815755934,0.2540862041994595,0.5757242876429812
CUBI,Financial Services,A,0.44130969644582646,0.12997563970162457,0.4287146638525489
CUZ,Real Estate,A,0.4848727517070389,0.15552228560024542,0.3596049626927157
CVBF,Financial Services,A,0.431751525585452,0.34501393905461464,0.22323453535993332
CVEO,Consumer Cyclical,A,0.16235479063025549,0.007167266848527222,0.8304779425212173
CVS,Healthcare,A,0.08508983752196375,0.00026619850020911164,0.9146439639778271
CWEN,Utilities,A,0.2122540767551904,0.15595532919256364,0.631790594052246
CWH,Consumer Cyclical,A,0.357241432527235,0.07036211563474704,0.5723964518380179
CYD,Consumer Cyclical,A,0.05336608809229678,0.0024062724499108183,0.9442276394577923
CYRX,Industrials,A,0.20559301965799606,0.0007117569576798921,0.7936952233843241
CZNC,Financial Services,A,0.27728095269355646,0.17951153975099932,0.5432075075554442
CZR,Consumer Cyclical,A,0.4648936452140084,0.02806779005697572,0.5070385647290159
D,Utilities,A,0.10924918800509778,0.5182675572222983,0.3724832547726039
DAKT,Technology,A,0.14313386723156718,0.006436441271011286,0.8504296914974215
DAR,Consumer Defensive,A,0.28174029174596604,0.00029349190160290415,0.7179662163524311
DBI,Consumer Cyclical,A,0.23207989434739118,0.06832222979193521,0.6995978758606736
DBVT,Healthcare,A,0.007880315767778888,0.005739278881677027,0.986380405350544
DCH,Consumer Cyclical,A,0.3955507604141363,0.0263666771839403,0.5780825624019235
DCO,Industrials,A,0.33558280370965526,0.04545649651328291,0.6189606997770618
DCOM,Financial Services,A,0.4635113115012687,0.24140905104941146,0.29507963744931986
DEA,Real Estate,A,0.30401015058918596,0.2135372002116025,0.4824526491992116
DECK,Consumer Cyclical,A,0.2598225479506559,0.10749768347982025,0.6326797685695238
DHC,Real Estate,A,0.20929407687678694,0.05545602335335886,0.7352498997698542
DIOD,Technology,A,0.4041346259040667,0.19332481788286873,0.4025405562130646
DK,Energy,A,0.13086040611078975,0.32263066312210803,0.5465089307671023
DKS,Consumer Cyclical,A,0.27543544101515643,0.14344712527571843,0.581117433709125
DLB,Industrials,A,0.2889032999223367,0.002994838848807649,0.7081018612288557
DMLP,Energy,A,0.09145889397926811,0.3199130472436388,0.5886280587770931
DNN,Energy,A,0.1594995621844992,0.07200232864680746,0.7684981091686933
DOC,Real Estate,A,0.31309950280726107,0.3210000807837107,0.36590041640902826
DORM,Consumer Cyclical,A,0.27514822795281124,0.027876426298655277,0.6969753457485335
DQ,Technology,A,0.09674742204491592,0.07490747802308642,0.8283450999319977
DRD,Basic Materials,A,0.05188205013651979,0.6168834525653146,0.33123449729816556
DRH,Real Estate,A,0.5059007330134406,0.005774211519162372,0.488325055467397
DSGX,Technology,A,0.18262295366869793,0.09056253608776839,0.7268145102435336
DVA,Healthcare,A,0.0886216773966303,0.003816120756814157,0.9075622018465556
DXPE,Industrials,A,0.2792636257890783,0.057798324845938095,0.6629380493649836
EBS,Healthcare,A,0.12437630348743865,0.05754207750557197,0.8180816190069894
ECC,Financial Services,A,0.13476084450348788,0.010119436500598442,0.8551197189959137
ECL,Basic Materials,A,0.34239918700256045,0.000497801549550216,0.6571030114478893
ED,Utilities,A,0.03916821894296804,0.7135267304484281,0.24730505060860386
EEX,Communication Services,A,0.12927839913530828,0.002445656780789004,0.8682759440839027
EFOR,Technology,A,0.22511199066124146,0.002254922056405683,0.7726330872823529
EGBN,Financial Services,A,0.36502437607228705,0.24677566056559314,0.38819996336211976
EGP,Real Estate,A,0.414363781118016,0.22483127420612325,0.3608049446758608
EIX,Utilities,A,0.17842063607050723,0.3250678182067547,0.49651154572273815
EMBJ,Industrials,A,0.23252779655895722,0.0030668223417559537,0.7644053810992869
EMR,Industrials,A,0.49158204525495214,0.1143822792103084,0.3940356755347394
ENPH,Technology,A,0.15576981930777814,0.06648052677387202,0.7777496539183498
ENSG,Healthcare,A,0.19546131807817005,0.015440910761058472,0.7890977711607715
ENVA,Financial Services,A,0.4702096636597217,0.02267676786557617,0.5071135684747021
EPD,Energy,A,0.21941366503673618,0.2591964843756253,0.5213898505876384
EPR,Real Estate,A,0.36708413003920376,0.1265929577939222,0.506322912166874
EQBK,Financial Services,A,0.40889945497983965,0.23840397889317477,0.3526965661269855
EQIX,Real Estate,A,0.18845705764269152,0.11851537113335937,0.6930275712239491
EQT,Energy,A,0.1425697091920874,0.22037307355047522,0.6370572172574374
ERIC,Technology,A,0.17731345282111732,0.015022172891942447,0.8076643742869403
ESE,Technology,A,0.3897683225863986,0.0016727777925869556,0.6085588996210144
ESLT,Industrials,A,0.04193333064269351,0.009840034205296503,0.9482266351520099
ETD,Consumer Cyclical,A,0.3691447907602355,0.08816273497545465,0.5426924742643099
EVRG,Utilities,A,0.12679480824597886,0.6112019049142932,0.26200328683972796
EW,Healthcare,A,0.11242010337826266,0.07617717236049673,0.8114027242612406
EXK,Basic Materials,A,0.11684164706041116,0.584178563783406,0.29897978915618284
EXLS,Technology,A,0.26645268449312365,0.0002553527672541415,0.7332919627396222
EXP,Basic Materials,A,0.5205957892305076,1.3131411064463667e-05,0.4793910793584279
EXPD,Industrials,A,0.2753915287093714,0.008687086658310816,0.7159213846323178
EXR,Real Estate,A,0.25420743729367523,0.23523142285362872,0.510561139852696
EXTR,Technology,A,0.2761386271687834,0.07451694633957422,0.6493444264916425
EYE,Consumer Cyclical,A,0.21290553670100296,0.037866211470221636,0.7492282518287754
F,Consumer Cyclical,A,0.3648466570886715,0.022304358935824924,0.6128489839755036
FCBC,Financial Services,A,0.41716312154820967,0.3216452891116607,0.26119158934012965
FCF,Financial Services,A,0.5183941919916021,0.30866730056329417,0.17293850744510375
FELE,Industrials,A,0.5028125881197449,0.06632106906313306,0.430866342817122
FFBC,Financial Services,A,0.5714487426300919,0.2674666866791592,0.16108457069074889
FFIV,Technology,A,0.3032517713160085,0.0925767039801998,0.6041715247037917
FHB,Financial Services,A,0.5536541718883137,0.2084986654134206,0.23784716269826572
FHI,Financial Services,A,0.37018075018209495,0.004876834827159718,0.6249424149907453
FHN,Financial Services,A,0.30319411318467965,0.15824283647974904,0.5385630503355714
FINV,Financial Services,A,0.062043130872807814,0.02082350130287124,0.917133367824321
FIS,Technology,A,0.21579286007043647,0.004259027268767103,0.7799481126607964
FISI,Financial Services,A,0.4290602179728737,0.278978240957984,0.29196154106914224
FITB,Financial Services,A,0.6033943333552906,0.13000669478810514,0.2665989718566043
FIVE,Consumer Cyclical,A,0.24258330123670133,0.10932639417484478,0.6480903045884538
FIVN,Technology,A,0.18169600841275751,0.08946958043264737,0.7288344111545951
FLEX,Technology,A,0.3215678715137679,0.15234971764756064,0.5260824108386714
FLG,Financial Services,A,0.21714482435766677,0.07225270790042428,0.7106024677419089
FLO,Consumer Defensive,A,0.08933371222779829,0.3913058755461277,0.519360412226074
FMC,Basic Materials,A,0.13341529240499028,0.012288639922134668,0.854296067672875
FMNB,Financial Services,A,0.39967761598053714,0.25401760271378526,0.34630478130567766
FMS,Healthcare,A,0.09566165421174055,0.012197539679488016,0.8921408061087714
FN,Technology,A,0.1784344137109637,0.21416235308733347,0.6074032332017029
FND,Consumer Cyclical,A,0.40481137938817235,0.19777212470945768,0.39741649590236994
FPI,Real Estate,A,0.19777138797931182,0.04507569541685255,0.7571529166038357
FRBA,Financial Services,A,0.32738015140094145,0.14282842521074718,0.5297914233883114
FRPT,Consumer Defensive,A,0.16306834641995344,0.0007017139839595321,0.836229939596087
FRST,Financial Services,A,0.38004958286988566,0.1867595093975638,0.43319090773255053
FSM,Basic Materials,A,0.1008789070582182,0.5635677620890245,0.3355533308527573
FTAI,Industrials,A,0.18328175816546047,0.026746020578186116,0.7899722212563535
FTS,Utilities,A,0.0951786180698449,0.5014296090825064,0.4033917728476487
FTV,Technology,A,0.47539819326177574,0.006655278793301015,0.5179465279449234
FUN,Consumer Cyclical,A,0.21879597307952925,0.019296974275141612,0.7619070526453291
FWRD,Industrials,A,0.19549093639243384,0.01637167695624027,0.7881373866513258
GABC,Financial Services,A,0.42069735980754774,0.2999448626606923,0.27935777753175994
GAP,Consumer Cyclical,A,0.303500952999977,0.09940849929456275,0.5970905477054602
GASS,Industrials,A,0.0635206726302932,0.0015163103626475508,0.9349630170070592
GATX,Industrials,A,0.41171333792800646,0.02630900093488443,0.5619776611371091
GBDC,Financial Services,A,0.2930204991195572,0.008852918451620935,0.6981265824288219
GD,Industrials,A,0.2534643259867392,0.028710900806069726,0.7178247732071911
GDDY,Technology,A,0.16043971780862962,0.04297992727228477,0.7965803549190856
GE,Industrials,A,0.3318183248468847,0.08698639695572197,0.5811952781973934
GEO,Industrials,A,0.09849852795331732,0.0006444559032917673,0.900857016143391
GEVO,Basic Materials,A,0.16846197290534365,0.015455792119086134,0.8160822349755703
GGAL,Financial Services,A,0.11900858280321103,0.013631605790234959,0.867359811406554
GIC,Industrials,A,0.22502864479633694,0.003805706042821116,0.7711656491608418
GIL,Consumer Cyclical,A,0.3184779151512248,0.01835031109294723,0.6631717737558279
GKOS,Healthcare,A,0.18169561230935188,0.08333073729154838,0.7349736503990998
GM,Consumer Cyclical,A,0.4042746145353609,0.01993104456856823,0.575794340896071
GME,Consumer Cyclical,A,0.0268372069614268,0.014518463560738137,0.9586443294778351
GMED,Healthcare,A,0.23517825447738047,0.03226672218058849,0.732555023342031
GNL,Real Estate,A,0.36635474574312954,0.2244044129751012,0.4092408412817693
GNRC,Industrials,A,0.28962947399778105,0.024565144816234327,0.6858053811859847
GNTX,Consumer Cyclical,A,0.41456773335045144,0.0529380079027404,0.5324942587468082
GNW,Financial Services,A,0.33798077747738325,0.015357682541099111,0.6466615399815175
GOLF,Consumer Cyclical,A,0.33471755774733536,0.078012828897123,0.5872696133555416
GOOD,Real Estate,A,0.36827404832869376,0.16884154720847516,0.46288440446283113
GOOGL,Communication Services,A,0.230700200450619,0.12514250228296758,0.6441572972664134
GPI,Consumer Cyclical,A,0.38928270222888867,0.06405927933043938,0.5466580184406719
GPRK,Energy,A,0.12319199629701896,0.27147895438065484,0.6053290493223262
GRBK,Consumer Cyclical,A,0.3836637052675647,0.1365989119773541,0.47973738275508127
GRMN,Technology,A,0.34016669229292007,0.015283340813177579,0.6445499668939023
GSBC,Financial Services,A,0.4544006752574731,0.3267669032671966,0.21883242147533033
GT,Consumer Cyclical,A,0.33474763843685545,0.020570709238391823,0.6446816523247527
GTLS,Industrials,A,0.2978277142616831,0.007146098611282401,0.6950261871270346
GTN,Communication Services,A,0.22323395933268006,0.011263706451367714,0.7655023342159522
GTY,Real Estate,A,0.2581549645921435,0.3086184261328279,0.4332266092750286
GVA,Industrials,A,0.3737677526497411,0.050256029856461736,0.5759762174937971
GYRE,Healthcare,A,0.031383296280346584,0.013385195043806326,0.955231508675847
HAE,Healthcare,A,0.11486446367228556,0.038640484939681835,0.8464950513880326
HALO,Healthcare,A,0.14380109031985452,0.12771872570725845,0.7284801839728869
HAPN,Financial Services,A,0.3706879106868506,0.0004386774624723666,0.628873411850677
HAS,Consumer Cyclical,A,0.26264316060809606,0.044424610997973984,0.6929322283939299
HBAN,Financial Services,A,0.5697657210651227,0.13324979172075435,0.29698448721412296
HBM,Basic Materials,A,0.2610636089814402,0.30824379674296376,0.43069259427559603
HD,Consumer Cyclical,A,0.39062167055796676,0.13994902861999053,0.46942930082204265
HDB,Financial Services,A,0.1716332219322632,0.007969874962302293,0.8203969031054346
